buyer_id,buyer_name,buyer_type,contact_person,phone_number,email,district,registration_number,blockchain_wallet,is_active,loaded_at
BYR00249,Jenniferview Farmers Coop,Cooperative,Caitlin Gomez,0752689816,caitlin.gomez@hotmail.com,Pallisa,REG/2020/9274,0x05180d34b1876d91ff4a89dfe8496262fbdade51,True,2025-12-06 15:51:22
BYR00250,Williams LLC Limited,Exporter,Joseph Dawson,0701494398,joseph.dawson@hotmail.com,Nebbi,REG/2014/6317,0x9d2e5009ba8eed5da63fbb92f704008db7b3d24d,True,2025-12-06 15:51:22
BYR00251,"Lopez, Atkinson and Odonnell Limited",Retailer,Riley Gay,0754722082,riley.gay@gmail.com,Hoima,REG/2017/3348,0xe7f63cfc7bc62d99e01bd083b10e3dbdf46a560f,True,2025-12-06 15:51:22
BYR00252,"Pacheco, Lee and Brown Limited",Processor,Carlos Fuentes,0754227549,carlos.fuentes@gmail.com,Ntungamo,REG/2023/8339,0xd99c4ea75f968d9796c0c9be6df613484b679506,True,2025-12-06 15:51:22
BYR00253,"Thompson, Mason and Wyatt Foods",Wholesaler,Linda Ryan,0771878401,linda.ryan@hotmail.com,Hoima,REG/2020/2328,0x6bf60677d1e0646c1cfbb104bdcbdf1e3d9108f1,True,2025-12-06 15:51:22
BYR00254,Jenkinsmouth Farmers Coop,Cooperative,Donna Franklin,0701230045,donna.franklin@yahoo.com,Fort Portal,REG/2010/3812,0x9ff49f87eb404c0a8b283f076d1cb79ad21b7dac,True,2025-12-06 15:51:22
BYR00255,Koch PLC Limited,Exporter,Robert Suarez,0704979272,robert.suarez@hotmail.com,Masindi,REG/2010/9117,0xdb38a42a173d099cca94dabbda4ab7e784b791fc,True,2025-12-06 15:51:22
BYR00256,Carr-King Foods,Retailer,Nicholas Anderson,0751884872,nicholas.anderson@hotmail.com,Lira,REG/2016/9186,0x6fb2d273872904ab42c80c8cc63cbc341d6eb5b5,True,2025-12-06 15:51:22
BYR00257,Jones Inc Trading,Processor,Craig Frost,0752731374,craig.frost@yahoo.com,Kabale,REG/2018/7546,0xe04208cc1f70b0287520137d7c10863e0b791b9c,True,2025-12-06 15:51:22
BYR00258,Bennett PLC Foods,Wholesaler,Shawn Bowers,0754644397,shawn.bowers@hotmail.com,Pallisa,REG/2017/4882,0x4dac5d618e9c1540c82b01ef958b638090cd420c,True,2025-12-06 15:51:22
BYR00259,"Hamilton, Rodriguez and Anderson Foods",Retailer,Amanda Allen,0752915893,amanda.allen@yahoo.com,Gulu,REG/2020/5237,0xc2fb3570c0b1204c4188a5c2307968944401a7d8,True,2025-12-06 15:51:22
BYR00260,North Jerome Farmers Coop,Cooperative,Ronald Brown,0771516646,ronald.brown@yahoo.com,Kisoro,REG/2017/6131,0xfcd8074f606a26aa34f60e705767d83b8b7b8691,True,2025-12-06 15:51:22
BYR00261,Henry LLC Trading,Processor,Wayne Anderson,0751384920,wayne.anderson@gmail.com,Bundibugyo,REG/2022/4266,0xedce6d925a76fc43d6af873315c790a949da47b4,True,2025-12-06 15:51:22
BYR00262,York Ltd Agro,Retailer,Jessica Weeks,0770886179,jessica.weeks@yahoo.com,Hoima,REG/2014/3366,0x9898e97c904fc45233583d99c78c375273ebc446,True,2025-12-06 15:51:22
BYR00263,Wilson Ltd Agro,Processor,Dr. Christopher White,0703734611,dr..christopher.white@hotmail.com,Soroti,REG/2019/7933,0x421437b38865871c4221c94b4a19d13c122e1b34,True,2025-12-06 15:51:22
BYR00264,Port Tommytown Farmers Coop,Cooperative,Sean Gonzalez,0750625516,sean.gonzalez@hotmail.com,Kampala,REG/2015/5661,0x0d10f73dc6594154fd64f8f89240b9f0698c6af7,True,2025-12-06 15:51:22
BYR00265,"Myers, Mckee and Gilbert Agro",Wholesaler,Shelley Wolfe,0771798068,shelley.wolfe@gmail.com,Pallisa,REG/2017/7868,0x23a99fcbfcae70d9fba7157b13cc057f6f331ddd,True,2025-12-06 15:51:22
BYR00266,Lawson PLC Foods,Retailer,Steven Smith,0753556150,steven.smith@hotmail.com,Kapchorwa,REG/2023/2194,0x7c6d12c46f12cf99ebd20756b896fefa3aa76fed,True,2025-12-06 15:51:22
BYR00267,"Parker, Santiago and Zamora Limited",Wholesaler,Kristina Frost,0771883727,kristina.frost@hotmail.com,Masindi,REG/2023/4055,0xe48e0c76cc34298ba93736cc01dd46a292b86283,True,2025-12-06 15:51:22
BYR00268,Webster-Gonzalez Agro,Retailer,Bradley Foster,0704609053,bradley.foster@gmail.com,Gulu,REG/2010/7684,0x8682d0ba7644ea1abfc72e3d370370dba9f32326,True,2025-12-06 15:51:22
BYR00269,"Davenport, Collins and Blake Limited",Wholesaler,Jeffrey Mcneil,0700987326,jeffrey.mcneil@yahoo.com,Moroto,REG/2012/9252,0xc63f82738118e3d0b8bf144164ecb62d52d3d3e1,True,2025-12-06 15:51:22
BYR00270,"Brown, Lyons and Griffith Agro",Processor,Lee Brown,0704743349,lee.brown@hotmail.com,Kumi,REG/2011/3808,0xedd80d13041b7d73e7939c8b2192c7357f4652ae,True,2025-12-06 15:51:22
BYR00271,Sanchez Group Trading,Exporter,Jared Oneal,0702979252,jared.oneal@hotmail.com,Nebbi,REG/2020/6693,0xa5151e4d842ba9bef697b030d1b60647a4e11977,True,2025-12-06 15:51:22
BYR00272,"Snyder, Hubbard and Rogers Trading",Retailer,John Burton,0703232112,john.burton@hotmail.com,Kumi,REG/2021/4370,0xadee6140ad700fe68e0aed8e5b877cefce4a68cc,True,2025-12-06 15:51:22
BYR00273,Rice and Sons Foods,Retailer,Brady Moses,0752572117,brady.moses@gmail.com,Hoima,REG/2022/2366,0x8163851ecf2f7ff3e82917765b10c8001291e55b,True,2025-12-06 15:51:22
BYR00274,"Bowman, Goodwin and Ross Agro",Exporter,Justin Day,0704780900,justin.day@gmail.com,Mayuge,REG/2012/1383,0x42e0d3c00340a5301d62743fb739406f42174f35,True,2025-12-06 15:51:22
BYR00275,"Robertson, Morton and Ball Limited",Wholesaler,Jillian Blake,0750859943,jillian.blake@yahoo.com,Mukono,REG/2023/9214,0x0190f5d2ad0015a4d70f4cbefb966c550cb6db42,True,2025-12-06 15:51:22
BYR00276,Young-Lynch Trading,Wholesaler,Stacey Walker,0752474148,stacey.walker@yahoo.com,Rukungiri,REG/2015/6072,0x99f6e38bb395052dbe8436876f937ed445d2c836,True,2025-12-06 15:51:22
BYR00277,Sweeney LLC Agro,Exporter,Nathaniel Gomez,0754899155,nathaniel.gomez@hotmail.com,Mukono,REG/2013/1596,0x279f9541d4e44ea845a248b1f49c4aa21869e41f,True,2025-12-06 15:51:22
BYR00278,"Howell, Garcia and Jenkins Foods",Exporter,Michelle Vasquez,0700312179,michelle.vasquez@yahoo.com,Arua,REG/2015/3833,0x7754605f95a4b0e7787b4c803440e29a021f007f,True,2025-12-06 15:51:22
BYR00279,Wells LLC Foods,Exporter,Anthony Copeland,0754119781,anthony.copeland@yahoo.com,Mayuge,REG/2019/4108,0xc26c284ff2369c89642ef520af543195a3219322,True,2025-12-06 15:51:22
BYR00280,Harrisburgh Farmers Coop,Cooperative,Steve Villegas,0770384336,steve.villegas@hotmail.com,Masindi,REG/2023/5982,0xa6a67fc51c6ddff01d33501de846ab5c9ac3cafa,True,2025-12-06 15:51:22
BYR00281,Yoder Inc Foods,Wholesaler,Hailey Norris,0771750232,hailey.norris@gmail.com,Kabale,REG/2012/4297,0x461eeb76b508f89b20eeda4ac483a7da38ad1642,True,2025-12-06 15:51:22
BYR00282,"Thomas, Chandler and Heath Agro",Exporter,Kevin Ramirez,0701619612,kevin.ramirez@hotmail.com,Kamuli,REG/2019/6289,0xc8e8a76603b720083abefdb4d75c5815bcbcfb23,True,2025-12-06 15:51:22
BYR00283,"Burgess, Miller and Jones Foods",Wholesaler,Maria Munoz,0704515250,maria.munoz@hotmail.com,Hoima,REG/2018/4031,0x0bd0817f681f1cfc7827016733fcafb44f5dc7b9,True,2025-12-06 15:51:22
BYR00284,Mclaughlin and Sons Limited,Exporter,Diana Miller,0701481602,diana.miller@gmail.com,Lira,REG/2016/6838,0x456ffede158d7a70359dee3090d5237cbb3ba094,True,2025-12-06 15:51:22
BYR00285,"Porter, Turner and Thornton Trading",Retailer,Brian Munoz,0750463621,brian.munoz@gmail.com,Rukungiri,REG/2014/9601,0x2fb800f8921ba351d36d68ba0594932495a3ac39,True,2025-12-06 15:51:22
BYR00286,Ball Group Limited,Retailer,Richard Fernandez,0703647788,richard.fernandez@yahoo.com,Arua,REG/2019/2366,0x35039536662b1f09855cd1830a216256d9ce4d40,True,2025-12-06 15:51:22
BYR00287,Gomez PLC Trading,Wholesaler,Katherine Perkins,0752449314,katherine.perkins@hotmail.com,Kabale,REG/2020/1977,0x4fe14b2856d06a2e148b3b96238fca9c177a2d09,True,2025-12-06 15:51:22
BYR00288,Moran Group Trading,Processor,Bryan Palmer,0703632505,bryan.palmer@gmail.com,Tororo,REG/2012/6026,0x9ea9620d664c37a9fe1d5be5fc15b724db7303c4,True,2025-12-06 15:51:22
BYR00289,Dean Group Foods,Exporter,Gerald Miller,0704311815,gerald.miller@yahoo.com,Kisoro,REG/2011/6142,0x9da84d051e65aa4da84ec08445a755b1494ab0f4,True,2025-12-06 15:51:22
BYR00290,Smith LLC Agro,Retailer,Susan Lawrence,0700910262,susan.lawrence@yahoo.com,Kisoro,REG/2010/3985,0x55b6fc88b7394e095366a0dcda627b635a3bee8a,True,2025-12-06 15:51:22
BYR00291,Collins Inc Trading,Exporter,William Pena,0752684198,william.pena@yahoo.com,Mukono,REG/2013/7085,0x50b99ce3673e8b07ff17c917baf83d9877718658,True,2025-12-06 15:51:22
BYR00292,Murphy-Jackson Agro,Processor,Kevin Morrison,0701237273,kevin.morrison@gmail.com,Apac,REG/2019/7424,0x2b4aafa5364a9d2c7ecf3f0987262f93bed63802,True,2025-12-06 15:51:22
BYR00293,Mitchell PLC Agro,Exporter,Eric Swanson,0771396171,eric.swanson@gmail.com,Masindi,REG/2012/3295,0x4ca5580ec876375b362d45cbffaa16510abf19bf,True,2025-12-06 15:51:22
BYR00294,Hughes PLC Trading,Wholesaler,Daniel Bates,0771673791,daniel.bates@gmail.com,Kabale,REG/2023/3825,0xcb089500d921f7cea6b3a1065c72adf755e1ba9e,True,2025-12-06 15:51:22
BYR00295,"Perez, Spears and Wood Trading",Processor,Alex Campbell,0700443443,alex.campbell@yahoo.com,Bundibugyo,REG/2010/6925,0x65efbb58563f0324acc0c0a74e72d377a170bba3,True,2025-12-06 15:51:22
BYR00296,Johnson Inc Agro,Processor,David Myers,0702162336,david.myers@gmail.com,Mbale,REG/2012/4735,0xd81316c8247315ef339990e12b6c2e34645b4a14,True,2025-12-06 15:51:22
BYR00297,Johnson-Cobb Foods,Exporter,Morgan Sparks,0770972493,morgan.sparks@gmail.com,Hoima,REG/2016/6241,0xbd232dfaf024c0c7cc9b32684b69b981906ee5ad,True,2025-12-06 15:51:22
BYR00298,Knox-Boyle Foods,Retailer,Sean Diaz,0754358641,sean.diaz@yahoo.com,Rukungiri,REG/2017/2184,0x6c12b2933f70d50733d8d8ea692f674c6057e505,True,2025-12-06 15:51:22
BYR00299,Davidmouth Farmers Coop,Cooperative,Patricia Walker,0700569310,patricia.walker@hotmail.com,Rukungiri,REG/2020/1659,0x5d83875541067b6b7ddfc588f1d263a19970059d,True,2025-12-06 15:51:22
BYR00300,Harmon and Sons Agro,Processor,Kristina Wolfe,0703194153,kristina.wolfe@hotmail.com,Ntungamo,REG/2014/4589,0xbd57f0da98227648dc6bcd8211473374f16b44ee,True,2025-12-06 15:51:22
BYR00301,Collins-Burnett Agro,Processor,Michael King,0754445688,michael.king@yahoo.com,Mbale,REG/2016/1741,0xdb5b5c2b2a41f3fbad39bc1436052737f206aab8,True,2025-12-06 15:51:22
BYR00302,Port Benjamin Farmers Coop,Cooperative,Rhonda Gentry,0703641411,rhonda.gentry@gmail.com,Kampala,REG/2014/6599,0xd617a7de3511ad197cbe0c1e4df38113bccb1ed7,True,2025-12-06 15:51:22
BYR00303,Hall PLC Limited,Processor,Luke Lee,0750439387,luke.lee@gmail.com,Apac,REG/2017/4377,0xcac0885647d5acbece8693d078024ea52b40661b,True,2025-12-06 15:51:22
BYR00304,"Chen, Stone and Robles Trading",Exporter,Erica Mitchell,0770354998,erica.mitchell@yahoo.com,Kisoro,REG/2016/9786,0xbcc190db668b43af866f875ad15e002f1bab4e16,True,2025-12-06 15:51:22
BYR00305,"Mills, Burns and Edwards Trading",Processor,Matthew Russell Jr.,0753731100,matthew.russell.jr.@hotmail.com,Rukungiri,REG/2021/9844,0xc24e437098e0065853b7047cfbacc866aad452b5,True,2025-12-06 15:51:22
BYR00306,Lewis Inc Foods,Exporter,Jake Davis,0750704826,jake.davis@hotmail.com,Mbale,REG/2014/9239,0xa17168bf6d2ef827df4b72cc89f92a3936859be1,True,2025-12-06 15:51:22
BYR00307,"Proctor, Johnson and Smith Foods",Wholesaler,Carolyn Young,0704393151,carolyn.young@hotmail.com,Mbarara,REG/2010/9931,0x32345bcb86170e6836234a1fc388ebc8064d8800,True,2025-12-06 15:51:22
BYR00308,Patrick Inc Agro,Exporter,Shaun Ramirez,0754286061,shaun.ramirez@yahoo.com,Iganga,REG/2017/1133,0xd0dbfa4e5a02fe87ce9701d77416bcffd15d7503,True,2025-12-06 15:51:22
BYR00309,Andrews Inc Trading,Retailer,Ryan Sutton,0700510642,ryan.sutton@yahoo.com,Moroto,REG/2017/7287,0xd3ac4758b636960732ca6a57c84e70ad1bb5cfe7,True,2025-12-06 15:51:22
BYR00310,Braun-Taylor Foods,Processor,Stephanie Jones,0770172355,stephanie.jones@hotmail.com,Kitgum,REG/2010/4153,0xf2e38bff047bc94ae0bdaf23a9d626978352fc02,True,2025-12-06 15:51:22
BYR00311,Josephborough Farmers Coop,Cooperative,Lauren Rice,0754852415,lauren.rice@gmail.com,Kamuli,REG/2016/7847,0xa86e22232525a39be5ffd36f119a18341bb2f6f6,True,2025-12-06 15:51:22
BYR00312,Benson-Shannon Agro,Exporter,Rachel Kelly,0703345835,rachel.kelly@yahoo.com,Kasese,REG/2019/2624,0x9120203674242a612bd09b18c5c7714cf4b066d2,True,2025-12-06 15:51:22
BYR00313,Robertson-Summers Limited,Exporter,Melanie Newman,0750275076,melanie.newman@gmail.com,Pallisa,REG/2013/3277,0x64a9967e23fe20ab921ce69e9cc4090d675eecbd,True,2025-12-06 15:51:22
BYR00314,"Salazar, Morrison and Smith Agro",Processor,Joshua Livingston,0700915958,joshua.livingston@yahoo.com,Sironko,REG/2010/6371,0x324db06727077826a48105ad079448ff9890740c,True,2025-12-06 15:51:22
BYR00315,"Peterson, Cooper and Garcia Trading",Exporter,Adam Barker,0703692893,adam.barker@hotmail.com,Kumi,REG/2011/7281,0x91e007c64106bba9269200c10cb26929c7a7b6c0,True,2025-12-06 15:51:22
BYR00316,Tonyaberg Farmers Coop,Cooperative,Luis James,0703147655,luis.james@gmail.com,Sironko,REG/2013/7061,0x8772ad568d57d25f07e7b3d0d22639c6cb021e1a,True,2025-12-06 15:51:22
BYR00317,Marshall-Hale Foods,Retailer,Samantha Reynolds,0770972369,samantha.reynolds@gmail.com,Ntungamo,REG/2016/1690,0xbf77f2c7257a3d9cf8002af822244f9a7cb221e5,True,2025-12-06 15:51:22
BYR00318,Larsen-Hanson Agro,Retailer,Samantha Hoffman,0754799687,samantha.hoffman@hotmail.com,Mbarara,REG/2020/4970,0xef71d5ca216a3456873e81981784bded5a31b6f8,True,2025-12-06 15:51:22
BYR00319,King-Smith Foods,Wholesaler,Maureen Miller DDS,0752855788,maureen.miller.dds@hotmail.com,Mbale,REG/2023/6102,0xe9534c34d2050a58af3460eda6244626d25475c4,True,2025-12-06 15:51:22
BYR00320,Peterson Inc Limited,Exporter,Penny Decker,0702214844,penny.decker@yahoo.com,Mbale,REG/2014/7090,0xcd018d4b24c7ee546f5a39bbbba5968a85d713e4,True,2025-12-06 15:51:22
BYR00321,Miller-Benson Foods,Processor,Samantha Moran,0700425422,samantha.moran@gmail.com,Nebbi,REG/2018/1743,0x33910c5432c6769bac07a868d8c5c126262910c5,True,2025-12-06 15:51:22
BYR00322,New Loretta Farmers Coop,Cooperative,Erika Steele,0704308571,erika.steele@hotmail.com,Mayuge,REG/2022/1050,0x4572de11b10bc19b8375e892869122ae1bf75a6c,True,2025-12-06 15:51:22
BYR00323,New Lisatown Farmers Coop,Cooperative,Alex Spencer,0770782203,alex.spencer@hotmail.com,Fort Portal,REG/2020/7357,0x85d05cff4417ead294e447dec299f04c4d86d446,True,2025-12-06 15:51:22
BYR00324,Adams Inc Trading,Processor,Kathryn Murphy,0702474865,kathryn.murphy@yahoo.com,Kasese,REG/2021/2200,0xbd936ad043801efd3333c0c5626b2a33cc6dcb82,True,2025-12-06 15:51:22
BYR00325,Hernandez Group Agro,Exporter,Daniel Cuevas,0701484911,daniel.cuevas@yahoo.com,Masindi,REG/2018/2515,0x55d15df3b75a62f12e15dae1043c940f8e327c30,True,2025-12-06 15:51:22
BYR00326,Powell PLC Agro,Processor,Heather Short,0701968679,heather.short@yahoo.com,Sironko,REG/2016/9816,0x782eb7bc9451080a61837d62730a300024070b24,True,2025-12-06 15:51:22
BYR00327,West Williammouth Farmers Coop,Cooperative,Christine Washington,0704826463,christine.washington@yahoo.com,Ntungamo,REG/2021/7031,0xcc3a4ff21549f91b5ce814b52121084246cbac37,True,2025-12-06 15:51:22
BYR00328,"Anderson, Mcdaniel and Morris Trading",Wholesaler,Erica Sims,0751211991,erica.sims@gmail.com,Arua,REG/2022/9054,0x27bd26eac6f9a57076dc2a2f751765ebdc13c7f2,True,2025-12-06 15:51:22
BYR00329,Lawson-Howe Limited,Exporter,Amanda Davidson,0750618608,amanda.davidson@gmail.com,Kapchorwa,REG/2010/1434,0xa15522eaaa34eeaa03850ccd84a9b2338232e6e3,True,2025-12-06 15:51:22
BYR00330,Castillo LLC Foods,Wholesaler,Traci Evans,0754665678,traci.evans@gmail.com,Kapchorwa,REG/2017/7725,0xbd390dcf6e3575f9c2cf6fa2034344295a098404,True,2025-12-06 15:51:22
BYR00331,Morales PLC Foods,Processor,Kathryn Maxwell,0751835690,kathryn.maxwell@hotmail.com,Kasese,REG/2011/3965,0x04e7a8394d98638e62e8658f258be612d2094e3d,True,2025-12-06 15:51:22
BYR00332,"Stewart, Johnson and Clayton Agro",Exporter,Shannon Rodriguez,0700439397,shannon.rodriguez@gmail.com,Sironko,REG/2010/8328,0x9110e95a4f08516482f5586d778a4bea85495e5b,True,2025-12-06 15:51:22
BYR00333,"Anderson, Ramirez and Johnson Limited",Exporter,Collin Hughes,0770388517,collin.hughes@hotmail.com,Masindi,REG/2012/4659,0xe9f0fc71a3f16d7d59ab9369ac3643ee340cc3b4,True,2025-12-06 15:51:22
BYR00334,Smith Ltd Trading,Exporter,Deborah Ingram,0701858899,deborah.ingram@gmail.com,Masindi,REG/2014/1695,0x9b40f2631e1832ff60d56820e89ddcbc1d668695,True,2025-12-06 15:51:22
BYR00335,Gomezbury Farmers Coop,Cooperative,Mark Mitchell,0752475550,mark.mitchell@yahoo.com,Rukungiri,REG/2013/9536,0x9022901593a61dc52576f8c00f51eca9b15894cf,True,2025-12-06 15:51:22
BYR00336,Coffeystad Farmers Coop,Cooperative,Peter Small,0752752608,peter.small@gmail.com,Bushenyi,REG/2019/4053,0x22db217650571f2ff0aec188428adebad3d7b0cd,True,2025-12-06 15:51:22
BYR00337,Ferguson PLC Foods,Processor,Margaret Campbell,0704944971,margaret.campbell@hotmail.com,Gulu,REG/2021/5722,0x4a425bb79bfcd29d81cb605eabc2d07a671d08e3,True,2025-12-06 15:51:22
BYR00338,Dennisborough Farmers Coop,Cooperative,Tami Simpson,0754941984,tami.simpson@yahoo.com,Iganga,REG/2016/2349,0x605fec146b3b214866d253f9942c07a082537fc9,True,2025-12-06 15:51:22
BYR00339,"Hall, Cohen and Howard Trading",Wholesaler,David Moreno,0703509156,david.moreno@yahoo.com,Arua,REG/2010/4975,0x02ce6186ebbd91f27bca2a87bdf18e0f2adc24f2,True,2025-12-06 15:51:22
BYR00340,Morgan-Garcia Trading,Processor,Cheryl Baker,0702876619,cheryl.baker@gmail.com,Rukungiri,REG/2016/2128,0x684343f05300d6d4264574ef174557a9cb2292d3,True,2025-12-06 15:51:22
BYR00341,Warren PLC Limited,Retailer,Mark Barr,0753377299,mark.barr@yahoo.com,Fort Portal,REG/2023/7551,0xd87a7a088abaf6b0d09f8c5f1602182f09933ca3,True,2025-12-06 15:51:22
BYR00342,"Morgan, Estrada and Hardy Limited",Exporter,Lori James,0753124741,lori.james@yahoo.com,Arua,REG/2018/8447,0xf9858876b4abcf37de00f86f2212065caf6eeefe,True,2025-12-06 15:51:22
BYR00343,Beard Inc Trading,Exporter,Olivia Williams,0700519847,olivia.williams@gmail.com,Mbale,REG/2011/5830,0xf6a4fb37914ff78fbe4adb14a0f341fd70578d57,True,2025-12-06 15:51:22
BYR00344,Derrickmouth Farmers Coop,Cooperative,Wanda Wong,0704653881,wanda.wong@gmail.com,Iganga,REG/2021/3470,0x13088a31fe34902bc521ff9506f1d72427442785,True,2025-12-06 15:51:22
BYR00345,"Nguyen, Davies and Small Foods",Exporter,Eileen Duncan,0771536210,eileen.duncan@yahoo.com,Masaka,REG/2011/5572,0x8c5f28b563cdd2215f37d97f198d1a84f6edb2b0,True,2025-12-06 15:51:22
BYR00346,Boone-Murphy Limited,Processor,Kara Porter,0752209269,kara.porter@yahoo.com,Mukono,REG/2012/6549,0xbbf7f07a87967a4c3b5c144b618ff0521908db25,True,2025-12-06 15:51:22
BYR00347,Hoffman Group Trading,Retailer,Brittany Bryant,0753797713,brittany.bryant@gmail.com,Mayuge,REG/2013/3865,0x631b9e2dcc96da7f70a445807584b20f51a2c1c3,True,2025-12-06 15:51:22
BYR00348,"Brown, Carpenter and Kline Limited",Exporter,Nicholas Chapman,0753124637,nicholas.chapman@gmail.com,Sironko,REG/2017/3314,0xa1e4f431ff587e7dc7d6b052ae35c542a92fb631,True,2025-12-06 15:51:22
BYR00349,"Simpson, Reed and Hayes Trading",Exporter,Sharon Sanchez,0702399029,sharon.sanchez@yahoo.com,Kamuli,REG/2013/4568,0xb1aacdc33d78bff76081b88865b3d3c55c0e7066,True,2025-12-06 15:51:22
BYR00350,Griffinshire Farmers Coop,Cooperative,Roger Swanson,0703686647,roger.swanson@hotmail.com,Pallisa,REG/2023/3507,0xcda39253a802208c98d84d3f832e2c8441bd5fcc,True,2025-12-06 15:51:22
BYR00351,Dixon and Sons Foods,Wholesaler,Danielle Stevens,0701543046,danielle.stevens@yahoo.com,Hoima,REG/2015/9026,0x0fba323ada2bd53ca9a3f5bb7956ea669f917419,True,2025-12-06 15:51:22
BYR00352,"Barnes, Taylor and Huffman Trading",Processor,Virginia Beck,0754786962,virginia.beck@gmail.com,Kumi,REG/2014/2253,0x5dfff55a4bcfd73b670f68554affcbfa1256ae26,True,2025-12-06 15:51:22
BYR00353,Tiffanystad Farmers Coop,Cooperative,Jennifer Clark,0700817713,jennifer.clark@yahoo.com,Kapchorwa,REG/2023/6985,0x796b6c6ef8f71c4646cbb09910ac10ef0c664d9e,True,2025-12-06 15:51:22
BYR00354,Moore-Kline Foods,Processor,Thomas Crawford,0703728130,thomas.crawford@yahoo.com,Kumi,REG/2010/6709,0x972dbf2509461e137e85fd336474efd542b5ad8e,True,2025-12-06 15:51:22
BYR00355,Santos and Sons Trading,Exporter,Nicholas Sloan,0771651688,nicholas.sloan@gmail.com,Kampala,REG/2018/1534,0x4e06828e9db3aa99dfa12bd7c599569b4390778e,True,2025-12-06 15:51:22
BYR00356,Gordon-Ellison Trading,Wholesaler,Jennifer Sawyer,0770223404,jennifer.sawyer@gmail.com,Iganga,REG/2014/6908,0x133ef1ceec23578fce51a977991ebca127b13933,True,2025-12-06 15:51:22
BYR00357,"Hurst, Young and Smith Foods",Retailer,Joseph Murphy,0702324089,joseph.murphy@gmail.com,Kapchorwa,REG/2013/7720,0x2e62fc111cace5a4ce1804a853bd7ea8efef1b84,True,2025-12-06 15:51:22
BYR00358,Wallace-Jones Foods,Processor,Christina Martin,0750144898,christina.martin@yahoo.com,Kabarole,REG/2013/7764,0xefa2a07f400d70f6890561cf1d1c4143f9aa7d1c,True,2025-12-06 15:51:22
BYR00359,Brown-Nunez Trading,Exporter,Kellie Bailey,0753935144,kellie.bailey@yahoo.com,Arua,REG/2015/1999,0x1ca3f305f48501631912395314283e786a722555,True,2025-12-06 15:51:22
BYR00360,"Gibson, Ramirez and Mendez Limited",Retailer,Laura Potter,0751102286,laura.potter@hotmail.com,Masaka,REG/2010/7618,0xc612ac3459b21694651048c5a3eaf9be683fe7fd,True,2025-12-06 15:51:22
BYR00361,"Morales, Sheppard and Conner Trading",Wholesaler,Michael Marshall,0750129315,michael.marshall@gmail.com,Jinja,REG/2022/6128,0x9947a74371a88a67cdec61cc077f6f7acdcd8f95,True,2025-12-06 15:51:22
BYR00362,"Baldwin, Cox and Roberts Foods",Exporter,Brian Thomas,0703796881,brian.thomas@gmail.com,Nebbi,REG/2021/8117,0x687c439f098218b759d47da56ffea30c2922aaf2,True,2025-12-06 15:51:22
BYR00363,"Parsons, Little and Hawkins Trading",Processor,Christian Wilkins,0752166255,christian.wilkins@gmail.com,Masindi,REG/2021/3316,0x1593290165c29c06590eef1e063d8920f35d5a33,True,2025-12-06 15:51:22
BYR00364,Myers-Hartman Agro,Exporter,Justin Myers,0754681444,justin.myers@gmail.com,Masaka,REG/2023/3176,0x81e21709345474efc5209f33969bf83b14d360c6,True,2025-12-06 15:51:22
BYR00365,Moses Ltd Limited,Wholesaler,James Murphy,0704288398,james.murphy@yahoo.com,Kasese,REG/2019/5922,0x9c1a238e642f3b198a934d87886a125699c497e6,True,2025-12-06 15:51:22
BYR00366,"Orozco, Arnold and Brooks Trading",Retailer,Ruth Hess,0751799029,ruth.hess@gmail.com,Bushenyi,REG/2017/2459,0xf7fc24bc5c816d890279cfa1271d53d3834eda24,True,2025-12-06 15:51:22
BYR00367,Campos PLC Trading,Exporter,Deanna Morgan,0750174377,deanna.morgan@hotmail.com,Arua,REG/2013/1866,0xa08eb82116015313b87f7f85bc246e51ab391695,True,2025-12-06 15:51:22
BYR00368,East Amy Farmers Coop,Cooperative,Tyrone Bailey,0702190031,tyrone.bailey@hotmail.com,Kapchorwa,REG/2013/6466,0x9c886979fec39bf7ebdb06d5e0cb9c17ef3dc85c,True,2025-12-06 15:51:22
BYR00369,"Andrews, King and Jones Agro",Processor,Jeffrey Stanton,0770417226,jeffrey.stanton@gmail.com,Mbarara,REG/2022/1258,0x6bbdc10812a564bd07d3f7811667d03445a01f12,True,2025-12-06 15:51:22
BYR00370,Morrow and Sons Limited,Retailer,Dustin Ford,0754304846,dustin.ford@gmail.com,Lira,REG/2022/6093,0x3318dac99be9c412b8f92b6e9498afb2bf0dd680,True,2025-12-06 15:51:22
BYR00371,"Smith, May and Clark Trading",Exporter,Shawna Kim,0702787035,shawna.kim@hotmail.com,Ntungamo,REG/2014/7157,0xa7ce5fc5ddd2871cc69e962d1f9e9fe830ffe943,True,2025-12-06 15:51:22
BYR00372,"Wagner, Prince and Miller Limited",Processor,Emily King,0702312475,emily.king@hotmail.com,Hoima,REG/2013/9854,0x014051fdbc8268a643ef16571f5ceb9119dff773,True,2025-12-06 15:51:22
BYR00373,Mccoy-Keller Agro,Wholesaler,Melissa Martinez,0752999884,melissa.martinez@hotmail.com,Iganga,REG/2013/6707,0x379c23eddf8da51c2c22e1eb8ff5a63e3aa6f2c1,True,2025-12-06 15:51:22
